nome,verso
Arrombou a Festa II,"Ai, ai meu Deus!O que foi que aconteceu com a Música Popular Brasileira?Quando a gente fala mal, a turma toda cai de pauDizendo que esse papo é besteiraNa onda discothéque da América do SulLenilda é Miss Lene, Zuleide é Lady ZuPra defender o samba contrataram AlcioneÉ boa de pistom mas bota a boca no tromboneNo meio disso tudo a Fafá vem dar um jeitoAlém de muita voz, ela também tem muito peitoE a música parece brincadeira de garotoPois quando ligo o rádio até Cauby PeixotoCantando Conceição!Ai, ai meu Deus!O que foi que aconteceu com a Música Popular Brasileira?Quando a gente fala mal, a turma toda cai de pauDizendo que esse papo é besteiraO Sidney Magal rebola mais que o MatogrossoCigano de araque, fabricado até o pescoçoE o Chico na piscina grita logo pro garçomAfasta esse cálice e me traz Moët Chandon!Com tanto brasileiro por aí metido a bambaSucesso no estrangeiro ainda é Carmem MirandaE a Rita Lee parece que não vai sair mais dessaPois pra fazer sucesso arrombou de novo a festa!Ziri, ziriguidumSkindô, skindô lelêSai da frente que eu quero é comer aMúsica Popular BrasileiraLady Laura!A Música PopularParabéns pra você, parabéns para aMúsica PopularMúsica PopularAh, eu te amoAh, eu te amo, meu amorAi, Sandra MadalenaO meu sangue ferve pelaMúsica PopularAh, fricote! Eu fiz xixiFricote! Eu fiz xixi naMúsica Popular BrasileiraCorre que lá vem os home!"
Faça parte  dessa comunidade,"Ai, ai meu Deus!O que foi que aconteceu com a Música Popular Brasileira?Quando a gente fala mal, a turma toda cai de pauDizendo que esse papo é besteiraNa onda discothéque da América do SulLenilda é Miss Lene, Zuleide é Lady ZuPra defender o samba contrataram AlcioneÉ boa de pistom mas bota a boca no tromboneNo meio disso tudo a Fafá vem dar um jeitoAlém de muita voz, ela também tem muito peitoE a música parece brincadeira de garotoPois quando ligo o rádio até Cauby PeixotoCantando Conceição!Ai, ai meu Deus!O que foi que aconteceu com a Música Popular Brasileira?Quando a gente fala mal, a turma toda cai de pauDizendo que esse papo é besteiraO Sidney Magal rebola mais que o MatogrossoCigano de araque, fabricado até o pescoçoE o Chico na piscina grita logo pro garçomAfasta esse cálice e me traz Moët Chandon!Com tanto brasileiro por aí metido a bambaSucesso no estrangeiro ainda é Carmem MirandaE a Rita Lee parece que não vai sair mais dessaPois pra fazer sucesso arrombou de novo a festa!Ziri, ziriguidumSkindô, skindô lelêSai da frente que eu quero é comer aMúsica Popular BrasileiraLady Laura!A Música PopularParabéns pra você, parabéns para aMúsica PopularMúsica PopularAh, eu te amoAh, eu te amo, meu amorAi, Sandra MadalenaO meu sangue ferve pelaMúsica PopularAh, fricote! Eu fiz xixiFricote! Eu fiz xixi naMúsica Popular BrasileiraCorre que lá vem os home!"
Arrombou a Mídia,"Ai ai meu DeusO que foi que aconteceuCom a Mídia Popular BrasileiraRádio e TV tem jabáNovelas ditam quem é StarEu também quero ser marketeiraTem sempre na tela um apresentadorVendendo a tragédia de algum cantorA fé corre o risco de fugir da igrejaNo canal do bispo, comercial de cervejaDe meia em meia hora, uma nova pesquisaMas como, se ninguém nunca me analisa?Por sorte meu controle anda tão descontroladoEu mudo de canal e ele aperta o desligado...isto é uma vergonha!Jornais falham mais que previsão de economistaTem crítico da hora que sonha ser artistaVeja a Época de trair com mais prudênciaVelho viagrado Isto É a nova tendênciaRicos e Famosos dão as Caras por CaprichoPeladonas de hoje amanhã estão no lixoManchete eterna palestinos e judeusNossa Faixa de Gaza é na Cidade de Deus...eu aumento mas não invento!Em outdoor desfila o mundo fashion très chicMorrendo de fome as top models têm chiliqueDietas, malhações, botox saem pela goelaOs Big McCoisa fazem mal e dão seqüelaFama Brother fraude no Limite do milhãoProgramas de barraco, pegadinhas, que armação!""Loiras apresentadoiras"" tentam o estrelatoMas pra chegar à Hebe haja sola de sapato..mexeu com você, mexeu comigo!Editatoriais são pura megalomaniaManipulando minha vida todo santo diaAs FMs tocam a mesmice que eu não peçoNada mais parado que parada de sucessoUm ponto no Ibope custa a alma pro diaboE eu pago pra enfiar Tv à cabo pelo raboQuatro enxeridas falam mais que ZarathustraÉ isso que dá juntar mulher de Saia Justa...Um beijo do gordo!"
Faça parte  dessa comunidade,"Ai ai meu DeusO que foi que aconteceuCom a Mídia Popular BrasileiraRádio e TV tem jabáNovelas ditam quem é StarEu também quero ser marketeiraTem sempre na tela um apresentadorVendendo a tragédia de algum cantorA fé corre o risco de fugir da igrejaNo canal do bispo, comercial de cervejaDe meia em meia hora, uma nova pesquisaMas como, se ninguém nunca me analisa?Por sorte meu controle anda tão descontroladoEu mudo de canal e ele aperta o desligado...isto é uma vergonha!Jornais falham mais que previsão de economistaTem crítico da hora que sonha ser artistaVeja a Época de trair com mais prudênciaVelho viagrado Isto É a nova tendênciaRicos e Famosos dão as Caras por CaprichoPeladonas de hoje amanhã estão no lixoManchete eterna palestinos e judeusNossa Faixa de Gaza é na Cidade de Deus...eu aumento mas não invento!Em outdoor desfila o mundo fashion très chicMorrendo de fome as top models têm chiliqueDietas, malhações, botox saem pela goelaOs Big McCoisa fazem mal e dão seqüelaFama Brother fraude no Limite do milhãoProgramas de barraco, pegadinhas, que armação!""Loiras apresentadoiras"" tentam o estrelatoMas pra chegar à Hebe haja sola de sapato..mexeu com você, mexeu comigo!Editatoriais são pura megalomaniaManipulando minha vida todo santo diaAs FMs tocam a mesmice que eu não peçoNada mais parado que parada de sucessoUm ponto no Ibope custa a alma pro diaboE eu pago pra enfiar Tv à cabo pelo raboQuatro enxeridas falam mais que ZarathustraÉ isso que dá juntar mulher de Saia Justa...Um beijo do gordo!"
Arrombou o Cofre,"Oh! Oh! BrasilQuem te vê e quem te viuPra frente, pra frente que até caiuChega desse Nhém, Nhém, NhémBye Bye Brazil's vintémMoratória é a moral da históriaMaluf se cala mas a LuftfallaIvete dá bandeira que seu sonho é ser vedeteFiloporquequilo Jânio é sempre o mesmo griloGalã da várzea vai pro trono AndreazzaGovernadores, Deputados, VereadoresSaqueando bancos e bancando defensoresNinguém se ilude mais que a comida está no fimOlhem só a pança do sinistro DelfimTá cheia de cupimOh! Oh! BrasilQuem te vê e quem te viuPra frente, pra frente que até caiuChega dêsse Nhém, Nhém, NhémBye Bye Brazil's vintémMoratória é a moral da históriaBeltrão é o mandão da nossa burocraciaNa moita Golbery fazendo muita bruxariaNo breque de improviso Aureliano se embananaNas eleições diretas o uniforme é à paisanaQue ótimo Juruna e o escandaloso TimóteoNa linha dura basta a Solange da censuraCabeças vão rolar que tal a gente apostar?Incêndio! Incêndio! Incêndio! Pegou fogo o berço esplêndido"
Faça parte  dessa comunidade,"Oh! Oh! BrasilQuem te vê e quem te viuPra frente, pra frente que até caiuChega desse Nhém, Nhém, NhémBye Bye Brazil's vintémMoratória é a moral da históriaMaluf se cala mas a LuftfallaIvete dá bandeira que seu sonho é ser vedeteFiloporquequilo Jânio é sempre o mesmo griloGalã da várzea vai pro trono AndreazzaGovernadores, Deputados, VereadoresSaqueando bancos e bancando defensoresNinguém se ilude mais que a comida está no fimOlhem só a pança do sinistro DelfimTá cheia de cupimOh! Oh! BrasilQuem te vê e quem te viuPra frente, pra frente que até caiuChega dêsse Nhém, Nhém, NhémBye Bye Brazil's vintémMoratória é a moral da históriaBeltrão é o mandão da nossa burocraciaNa moita Golbery fazendo muita bruxariaNo breque de improviso Aureliano se embananaNas eleições diretas o uniforme é à paisanaQue ótimo Juruna e o escandaloso TimóteoNa linha dura basta a Solange da censuraCabeças vão rolar que tal a gente apostar?Incêndio! Incêndio! Incêndio! Pegou fogo o berço esplêndido"
As Loucas,"Eles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outrasLoucas fatais, loucas de pedraLoucas varridas, loucas fudidasLoucas molhadas, loucas taradasLoucas fetiche, loucas de haxixeEles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outrasLoucas fatais, loucas de pedraLoucas varridas, loucas fudidasLoucas molhadas, loucas taradasLoucas fetiche, loucas de haxixeEles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outrasPara o jantar, as educadasPara o noivado, as comportadasPara um negócio, as poucasPara uma sacanagem, as loucasEles amam as loucasAs loucas, eles amam as loucasAs loucas, eles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outras"
Faça parte  dessa comunidade,"Eles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outrasLoucas fatais, loucas de pedraLoucas varridas, loucas fudidasLoucas molhadas, loucas taradasLoucas fetiche, loucas de haxixeEles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outrasLoucas fatais, loucas de pedraLoucas varridas, loucas fudidasLoucas molhadas, loucas taradasLoucas fetiche, loucas de haxixeEles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outrasPara o jantar, as educadasPara o noivado, as comportadasPara um negócio, as poucasPara uma sacanagem, as loucasEles amam as loucasAs loucas, eles amam as loucasAs loucas, eles amam as loucasMas se casam com outrasEles amam as loucasMas se casam com outras"
As Mina de Sampa,"As mina de Sampa são branquelas que só elasPudera!Praia de paulista é o IbirapueraAs mina de Sampa querem grana, um cara bacanaDe poder!Um jeito americanês de sobreviverAs mina de Sampa são modernas, eternas dondocas!Mas pra sambar no pé tem que nascer cariocaTem mina de Sampa que é discreta, concretaUma lady!Nas rêivi ela é véri, véri krêiziEu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!As mina de Sampa estão na moda, na roda, no rockNo enfoque!É do Paraguai a grife made in Nova IorqueAs mina de Sampa dizem mortandeila, berinjeilaApartameintu!Sotaque do Bixiga, nena, cem por ceintuAs mina de Sampa conhecem a Bahia, por fotografiaQue natureza!Toda menina baiana vive na maior molezaAs mina de Sampa dão duro no trampo, no bancoMãos ao alto!Ou dá ou desce ou desocupa o asfaltoEu gosto às pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!As mina de SampaAs mina de SampaAs mina de SampaAs mina de SampaEu gosto as pampa das mina de Sampa!As mina de SampaAs mina de SampaAs mina de SampaAs mina de SampaEu gosto as pampa das mina de Sampa!"
Faça parte  dessa comunidade,"As mina de Sampa são branquelas que só elasPudera!Praia de paulista é o IbirapueraAs mina de Sampa querem grana, um cara bacanaDe poder!Um jeito americanês de sobreviverAs mina de Sampa são modernas, eternas dondocas!Mas pra sambar no pé tem que nascer cariocaTem mina de Sampa que é discreta, concretaUma lady!Nas rêivi ela é véri, véri krêiziEu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!As mina de Sampa estão na moda, na roda, no rockNo enfoque!É do Paraguai a grife made in Nova IorqueAs mina de Sampa dizem mortandeila, berinjeilaApartameintu!Sotaque do Bixiga, nena, cem por ceintuAs mina de Sampa conhecem a Bahia, por fotografiaQue natureza!Toda menina baiana vive na maior molezaAs mina de Sampa dão duro no trampo, no bancoMãos ao alto!Ou dá ou desce ou desocupa o asfaltoEu gosto às pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!Eu gosto as pampa das mina de Sampa!As mina de SampaAs mina de SampaAs mina de SampaAs mina de SampaEu gosto as pampa das mina de Sampa!As mina de SampaAs mina de SampaAs mina de SampaAs mina de SampaEu gosto as pampa das mina de Sampa!"
Atlântida,Atlântida!Reino perdidoDe ouro e prataMisteriosa cidade...Atlântida!Terra prometidaDos semideusesDas sereias douradas...Eu sou o pescadorQue parte toda manhãEm busca do tesouroPerdido no fundo do mar...Desde o OiapoqueAté Nova York se sabeQue o mundo é dos que sonhamQue toda lenda é pura verdade...Chuá! Chuá! Chuá! Chuá!Chuá! Chuá! Chuá! Chuá!Chuá! Chuá! Chuá! Chuá!...
Faça parte  dessa comunidade,Atlântida!Reino perdidoDe ouro e prataMisteriosa cidade...Atlântida!Terra prometidaDos semideusesDas sereias douradas...Eu sou o pescadorQue parte toda manhãEm busca do tesouroPerdido no fundo do mar...Desde o OiapoqueAté Nova York se sabeQue o mundo é dos que sonhamQue toda lenda é pura verdade...Chuá! Chuá! Chuá! Chuá!Chuá! Chuá! Chuá! Chuá!Chuá! Chuá! Chuá! Chuá!...
Aviso Aos Meliantes,"Já meio caminho andado completamente dementeAlém de desempregado fui baleado no ventrePra lá de desesperado aviso aos meliantesQuem não está no meu lado que saia da minha frenteCom generais e soldados armados até os dentesVou destruir o senado, vou depor o presidenteEu vou trancar os tarados nas celas dos delinquentesCriar mil planos cruzados e dez moedas correntesVou torturar aleijados, vou alijar indigentesNão vai mais ter feriado, nem vai mais ter quem me aguenteDepois de tudo acabado ainda faço o seguinteMisturo funk com fado, junto D2 com Da VinciVou fuzilar bem dotados, viúva, cego e doentesJogar no mar viciados, poetas e diferentesDeportar deputados, reenforcar TiradentesDetonar o corcovado, tornar o inferno mais quente"
Faça parte  dessa comunidade,"Já meio caminho andado completamente dementeAlém de desempregado fui baleado no ventrePra lá de desesperado aviso aos meliantesQuem não está no meu lado que saia da minha frenteCom generais e soldados armados até os dentesVou destruir o senado, vou depor o presidenteEu vou trancar os tarados nas celas dos delinquentesCriar mil planos cruzados e dez moedas correntesVou torturar aleijados, vou alijar indigentesNão vai mais ter feriado, nem vai mais ter quem me aguenteDepois de tudo acabado ainda faço o seguinteMisturo funk com fado, junto D2 com Da VinciVou fuzilar bem dotados, viúva, cego e doentesJogar no mar viciados, poetas e diferentesDeportar deputados, reenforcar TiradentesDetonar o corcovado, tornar o inferno mais quente"
